User_ID,Experience_Level,Course_Type,Platform,Hours_Spent_Per_Week,Course_Duration_Weeks,Completion_Status,Completion_Percentage,Dropout_Reason,Satisfaction_Score
U0206,Fresher,Tech,YouTube,0.44246483426475797,-0.6547346430976434,In Progress,-0.7600309105160452,No Dropout,-0.015352306608188251
U0207,Working Professional,Tech,Udemy,-1.008239540373793,-1.4239247783157394,In Progress,-0.7229200262135039,No Dropout,-1.4110165437162188
U0208,Fresher,Tech,Udemy,-1.3709156340334305,-0.8085726701412626,In Progress,1.3181786104262658,No Dropout,1.380311930499842
U0209,Student,Tech,YouTube,1.167817021584033,-1.5777628053593586,Completed,-0.3518111831880912,No Dropout,0.682479811945827
U0210,Student,Tech,YouTube,-1.1895775872036116,-0.5008966160540242,In Progress,0.6872935772830643,No Dropout,-0.015352306608188251
U0211,Fresher,Tech,Coursera,0.26112678743493917,0.5759695732513103,In Progress,1.5408439162415135,No Dropout,-0.7131844251622036
U0212,Student,Tech,Udemy,-1.3709156340334305,0.11445549212045265,In Progress,-0.16625676167538486,No Dropout,-0.7131844251622036
U0213,Working Professional,Tech,Coursera,0.07978874060512021,0.5759695732513103,Completed,1.8006201063593024,No Dropout,-0.015352306608188251
U0214,Student,Non-Tech,Udemy,0.9864789747542144,1.4989977355130255,Dropped,-1.4280268279617883,Time Constraint,0.682479811945827
U0215,Student,Non-Tech,Coursera,0.6238028810945768,-0.19322056196678566,Dropped,-0.6486982576084214,Too Difficult,-0.015352306608188251
U0216,Fresher,Non-Tech,YouTube,0.9864789747542144,0.8836456273385487,In Progress,-0.5373656047007976,No Dropout,0.682479811945827
U0217,Fresher,Tech,edX,0.44246483426475797,-1.4239247783157394,Completed,0.27907384995511036,No Dropout,0.682479811945827
U0218,Fresher,Tech,edX,-1.5522536808632492,1.0374836543821677,In Progress,-0.09203499307030236,No Dropout,0.682479811945827
U0219,Student,Tech,Coursera,-0.28288735305451734,0.4221315462076911,Dropped,-0.7971417948185865,No Dropout,1.380311930499842
U0220,Fresher,Non-Tech,Udemy,0.26112678743493917,-1.116248724228501,Completed,0.9841806517033944,No Dropout,1.380311930499842
U0221,Fresher,Tech,Udemy,0.8051409279243956,0.5759695732513103,Dropped,-1.2053615221465404,Time Constraint,1.380311930499842
U0222,Fresher,Tech,Coursera,-1.1895775872036116,0.7298076002949295,In Progress,0.9470697674008532,No Dropout,1.380311930499842
U0223,Working Professional,Non-Tech,Udemy,-0.645563446714155,1.3451597084694062,Completed,0.6501826929805231,No Dropout,-0.7131844251622036
U0224,Fresher,Tech,edX,-0.28288735305451734,0.4221315462076911,Completed,0.8728479987957707,No Dropout,-1.4110165437162188
U0225,Fresher,Non-Tech,Skillshare,-1.733591727693068,0.2682935191640719,Dropped,-0.6858091419109626,Lost Interest,0.682479811945827
U0226,Fresher,Non-Tech,Coursera,0.9864789747542144,-0.6547346430976434,Dropped,-1.6506921337770357,Time Constraint,-0.015352306608188251
U0227,Fresher,Tech,Udemy,-1.1895775872036116,0.5759695732513103,Dropped,-0.38892206749063246,No Dropout,1.380311930499842
U0228,Fresher,Tech,Skillshare,-0.10154930622469852,-0.5008966160540242,In Progress,-0.7229200262135039,No Dropout,1.380311930499842
U0229,Working Professional,Tech,YouTube,-1.3709156340334305,-1.4239247783157394,In Progress,0.20485208135002778,No Dropout,1.380311930499842
U0230,Working Professional,Tech,Coursera,0.26112678743493917,-1.5777628053593586,Dropped,-0.5744764890033389,Lost Interest,-1.4110165437162188
U0231,Student,Non-Tech,Coursera,1.7118311620734896,-0.5008966160540242,In Progress,1.4295112633338896,No Dropout,-0.7131844251622036
U0232,Student,Tech,Udemy,0.9864789747542144,0.4221315462076911,Dropped,-0.6858091419109626,Lost Interest,-0.7131844251622036
U0233,Student,Tech,Udemy,1.7118311620734896,1.1913216814257872,Dropped,-0.7600309105160452,Too Difficult,-1.4110165437162188
U0234,Working Professional,Tech,Skillshare,-1.3709156340334305,-1.4239247783157394,In Progress,-0.7600309105160452,No Dropout,-1.4110165437162188
U0235,Working Professional,Tech,Coursera,0.44246483426475797,-0.9624106971848817,In Progress,0.501739155770358,No Dropout,-0.015352306608188251
U0236,Fresher,Non-Tech,Coursera,1.167817021584033,-1.2700867512721201,Completed,1.0212915360059358,No Dropout,0.682479811945827
U0237,Student,Non-Tech,Skillshare,1.349155068413852,-0.6547346430976434,Completed,1.577954800544055,No Dropout,-0.015352306608188251
U0238,Working Professional,Tech,YouTube,1.167817021584033,-1.4239247783157394,Dropped,-1.5022485965668706,No Dropout,0.682479811945827
U0239,Fresher,Tech,Coursera,-1.008239540373793,-1.5777628053593586,In Progress,0.46462827146781666,No Dropout,-0.015352306608188251
U0240,Working Professional,Tech,edX,-0.10154930622469852,0.5759695732513103,Dropped,-1.2053615221465404,Lost Interest,1.380311930499842
U0241,Student,Non-Tech,Coursera,-1.5522536808632492,0.8836456273385487,Dropped,-0.6858091419109626,No Dropout,-0.015352306608188251
U0242,Working Professional,Tech,Coursera,1.167817021584033,0.2682935191640719,In Progress,1.1326241889135595,No Dropout,0.682479811945827
U0243,Working Professional,Tech,edX,-1.5522536808632492,0.4221315462076911,Dropped,-1.6135812494744946,Too Difficult,1.380311930499842
U0244,Student,Non-Tech,Udemy,-1.008239540373793,0.7298076002949295,Dropped,-0.6486982576084214,Too Difficult,-0.7131844251622036
U0245,Working Professional,Non-Tech,Udemy,-0.10154930622469852,-0.9624106971848817,In Progress,1.4295112633338896,No Dropout,-0.7131844251622036
U0246,Working Professional,Non-Tech,Coursera,-0.645563446714155,-0.19322056196678566,Completed,1.058402420308477,No Dropout,0.682479811945827
U0247,Student,Non-Tech,Udemy,-0.28288735305451734,1.4989977355130255,Completed,1.7263983377542198,No Dropout,0.682479811945827
U0248,Fresher,Non-Tech,Coursera,-1.733591727693068,-0.03938253492316646,In Progress,0.1306303127449452,No Dropout,0.682479811945827
U0249,Student,Non-Tech,Coursera,0.6238028810945768,0.11445549212045265,Dropped,-1.4280268279617883,Lost Interest,-1.4110165437162188
U0250,Fresher,Non-Tech,YouTube,-1.008239540373793,-1.2700867512721201,Dropped,-1.0569179849363755,Too Difficult,-0.015352306608188251
U0251,Student,Non-Tech,Skillshare,1.7118311620734896,-1.5777628053593586,Dropped,-1.6878030180795773,No Dropout,-1.4110165437162188
U0252,Student,Tech,edX,-0.8269014935439738,0.8836456273385487,In Progress,0.09351942844240398,No Dropout,-0.015352306608188251
U0253,Fresher,Non-Tech,Coursera,0.9864789747542144,-0.03938253492316646,Completed,1.5408439162415135,No Dropout,-1.4110165437162188
U0254,Working Professional,Tech,Coursera,-1.1895775872036116,0.11445549212045265,In Progress,-0.20336764597792617,No Dropout,1.380311930499842
U0255,Fresher,Tech,Udemy,1.7118311620734896,0.8836456273385487,In Progress,1.4295112633338896,No Dropout,-0.7131844251622036
U0256,Fresher,Tech,edX,-0.28288735305451734,0.2682935191640719,Dropped,-1.4280268279617883,Too Difficult,0.682479811945827
U0257,Working Professional,Tech,edX,0.9864789747542144,1.1913216814257872,Dropped,-0.9455853320287514,Too Difficult,1.380311930499842
U0258,Fresher,Tech,edX,0.9864789747542144,0.5759695732513103,In Progress,1.8377309906618435,No Dropout,-1.4110165437162188
U0259,Working Professional,Tech,Coursera,-0.645563446714155,-1.2700867512721201,In Progress,-0.5744764890033389,No Dropout,-0.7131844251622036
U0260,Fresher,Tech,YouTube,-0.46422539988433614,1.6528357625566445,In Progress,1.206845957518642,No Dropout,0.682479811945827
U0261,Fresher,Tech,Udemy,-0.28288735305451734,-1.4239247783157394,Completed,-0.7600309105160452,No Dropout,0.682479811945827
U0262,Fresher,Tech,Coursera,-1.1895775872036116,-0.6547346430976434,Dropped,-0.9084744477262102,Time Constraint,1.380311930499842
U0263,Fresher,Tech,edX,0.9864789747542144,-1.4239247783157394,Dropped,-0.6115873733058801,Time Constraint,-0.015352306608188251
U0264,Student,Tech,edX,-0.8269014935439738,-0.6547346430976434,In Progress,1.1697350732161007,No Dropout,-1.4110165437162188
U0265,Fresher,Tech,Skillshare,-1.008239540373793,-0.9624106971848817,In Progress,-0.5002547203982564,No Dropout,-0.015352306608188251
U0266,Fresher,Non-Tech,Coursera,0.26112678743493917,0.4221315462076911,Completed,1.0212915360059358,No Dropout,0.682479811945827
U0267,Student,Non-Tech,Coursera,-1.5522536808632492,1.4989977355130255,In Progress,-0.7229200262135039,No Dropout,-0.015352306608188251
U0268,Student,Tech,edX,-0.28288735305451734,0.8836456273385487,Completed,0.46462827146781666,No Dropout,-0.7131844251622036
U0269,Working Professional,Tech,Coursera,-1.1895775872036116,1.1913216814257872,In Progress,0.1306303127449452,No Dropout,-0.015352306608188251
U0270,Fresher,Non-Tech,Coursera,-0.8269014935439738,1.4989977355130255,Dropped,-0.5744764890033389,Too Difficult,0.682479811945827
U0271,Student,Non-Tech,Coursera,0.44246483426475797,-0.3470585890104049,Completed,0.7244044615856056,No Dropout,-1.4110165437162188
U0272,Working Professional,Non-Tech,YouTube,0.26112678743493917,0.8836456273385487,Dropped,-1.131139753541458,Time Constraint,-1.4110165437162188
U0273,Fresher,Tech,Skillshare,-0.645563446714155,1.3451597084694062,In Progress,-0.6486982576084214,No Dropout,1.380311930499842
U0274,Student,Tech,Coursera,-0.10154930622469852,0.5759695732513103,Dropped,-0.7600309105160452,No Dropout,1.380311930499842
U0275,Working Professional,Tech,Coursera,-1.5522536808632492,-0.3470585890104049,In Progress,1.7263983377542198,No Dropout,1.380311930499842
U0276,Student,Non-Tech,Coursera,1.7118311620734896,-0.5008966160540242,Completed,0.5388500400728993,No Dropout,-0.015352306608188251
U0277,Student,Tech,Udemy,0.26112678743493917,1.0374836543821677,Completed,-0.31470029888554996,No Dropout,-0.015352306608188251
U0278,Working Professional,Non-Tech,edX,0.44246483426475797,-0.9624106971848817,In Progress,1.058402420308477,No Dropout,-0.7131844251622036
U0279,Working Professional,Tech,edX,-0.46422539988433614,1.0374836543821677,Dropped,-1.0940288692389168,No Dropout,0.682479811945827
U0280,Fresher,Non-Tech,edX,1.5304931152436707,-0.6547346430976434,Completed,1.7263983377542198,No Dropout,1.380311930499842
U0281,Working Professional,Tech,Skillshare,1.5304931152436707,-1.116248724228501,Completed,1.6521765691491372,No Dropout,1.380311930499842
U0282,Student,Non-Tech,edX,-0.645563446714155,0.11445549212045265,Dropped,-0.38892206749063246,Time Constraint,1.380311930499842
U0283,Working Professional,Tech,Coursera,0.6238028810945768,0.11445549212045265,Dropped,-0.38892206749063246,Too Difficult,-1.4110165437162188
U0284,Fresher,Non-Tech,Udemy,0.6238028810945768,1.6528357625566445,Completed,-0.6486982576084214,No Dropout,1.380311930499842
U0285,Student,Tech,edX,0.8051409279243956,-0.5008966160540242,In Progress,0.1677411970474865,No Dropout,1.380311930499842
U0286,Fresher,Non-Tech,Udemy,0.8051409279243956,0.4221315462076911,In Progress,1.6521765691491372,No Dropout,0.682479811945827
U0287,Fresher,Tech,edX,1.5304931152436707,0.11445549212045265,Completed,-0.7600309105160452,No Dropout,1.380311930499842
U0288,Student,Non-Tech,Skillshare,1.7118311620734896,-1.116248724228501,Completed,0.09351942844240398,No Dropout,-1.4110165437162188
U0289,Student,Tech,Udemy,0.9864789747542144,1.3451597084694062,Completed,-0.5744764890033389,No Dropout,0.682479811945827
U0290,Fresher,Non-Tech,YouTube,1.167817021584033,-0.3470585890104049,Dropped,-0.7600309105160452,Lost Interest,-1.4110165437162188
U0291,Student,Tech,YouTube,1.167817021584033,1.1913216814257872,Dropped,-0.7600309105160452,Time Constraint,-0.015352306608188251
U0292,Working Professional,Tech,Coursera,0.44246483426475797,0.2682935191640719,In Progress,-0.7600309105160452,No Dropout,-1.4110165437162188
U0293,Working Professional,Non-Tech,YouTube,-1.733591727693068,0.2682935191640719,Dropped,-0.7971417948185865,Too Difficult,-0.015352306608188251
U0294,Working Professional,Non-Tech,Coursera,-1.1895775872036116,-1.731600832402978,In Progress,1.2439568418211833,No Dropout,0.682479811945827
U0295,Student,Non-Tech,Skillshare,-0.8269014935439738,-0.19322056196678566,Completed,0.1677411970474865,No Dropout,-0.015352306608188251
U0296,Working Professional,Non-Tech,Skillshare,0.07978874060512021,1.3451597084694062,Dropped,-0.42603295179317374,Lost Interest,-0.015352306608188251
U0297,Student,Tech,edX,0.9864789747542144,-0.6547346430976434,In Progress,-0.16625676167538486,No Dropout,0.682479811945827
U0298,Fresher,Tech,edX,-1.733591727693068,-1.116248724228501,In Progress,0.5388500400728993,No Dropout,0.682479811945827
U0299,Student,Non-Tech,Coursera,0.26112678743493917,0.4221315462076911,Dropped,-0.7229200262135039,Too Difficult,-1.4110165437162188
U0300,Working Professional,Non-Tech,Skillshare,-0.46422539988433614,-0.19322056196678566,Dropped,-0.42603295179317374,Lost Interest,-0.7131844251622036
U0301,Fresher,Tech,edX,-1.008239540373793,-1.2700867512721201,In Progress,1.8377309906618435,No Dropout,1.380311930499842
U0302,Fresher,Non-Tech,Coursera,-1.733591727693068,-1.2700867512721201,Completed,0.35329561856019287,No Dropout,0.682479811945827
U0303,Fresher,Tech,Skillshare,1.349155068413852,1.4989977355130255,Completed,0.5388500400728993,No Dropout,0.682479811945827
U0304,Working Professional,Non-Tech,Skillshare,1.7118311620734896,-1.2700867512721201,Dropped,-0.6115873733058801,No Dropout,-0.015352306608188251
U0305,Working Professional,Non-Tech,Udemy,1.349155068413852,-1.2700867512721201,Completed,-0.38892206749063246,No Dropout,0.682479811945827
U0306,Working Professional,Non-Tech,edX,1.349155068413852,0.7298076002949295,Completed,-0.2775894145830087,No Dropout,-0.015352306608188251
U0307,Student,Non-Tech,edX,1.5304931152436707,-0.8085726701412626,Dropped,-0.9084744477262102,Lost Interest,-0.015352306608188251
U0308,Working Professional,Tech,Skillshare,0.44246483426475797,0.11445549212045265,Dropped,-1.3909159436592469,Too Difficult,-1.4110165437162188
U0309,Working Professional,Non-Tech,Coursera,0.44246483426475797,-1.116248724228501,Dropped,-0.6115873733058801,Too Difficult,-0.7131844251622036
U0310,Student,Tech,Udemy,0.07978874060512021,0.11445549212045265,Completed,1.206845957518642,No Dropout,-0.015352306608188251
U0311,Working Professional,Non-Tech,YouTube,0.6238028810945768,-1.2700867512721201,Completed,1.6521765691491372,No Dropout,-0.7131844251622036
U0312,Fresher,Tech,Skillshare,0.44246483426475797,-1.731600832402978,In Progress,-0.12914587737284355,No Dropout,0.682479811945827
U0313,Fresher,Non-Tech,Coursera,0.07978874060512021,-0.03938253492316646,In Progress,0.7615153458881468,No Dropout,-0.7131844251622036
U0314,Student,Tech,YouTube,1.7118311620734896,-0.6547346430976434,Completed,1.6892874534516784,No Dropout,0.682479811945827
U0315,Student,Tech,YouTube,0.07978874060512021,0.7298076002949295,In Progress,0.6501826929805231,No Dropout,-0.015352306608188251
U0316,Fresher,Non-Tech,edX,0.6238028810945768,-0.8085726701412626,Dropped,-0.7600309105160452,No Dropout,1.380311930499842
U0317,Fresher,Tech,Coursera,-1.5522536808632492,-0.3470585890104049,In Progress,1.1326241889135595,No Dropout,-0.7131844251622036
U0318,Working Professional,Non-Tech,Skillshare,1.349155068413852,1.3451597084694062,Dropped,-1.539359480869412,Too Difficult,1.380311930499842
U0319,Student,Non-Tech,Udemy,-0.8269014935439738,1.1913216814257872,Completed,1.4295112633338896,No Dropout,-1.4110165437162188
U0320,Working Professional,Non-Tech,Skillshare,-0.8269014935439738,1.3451597084694062,In Progress,-0.24047853028046737,No Dropout,-0.7131844251622036
U0321,Student,Tech,Udemy,1.349155068413852,1.1913216814257872,In Progress,1.615065684846596,No Dropout,-1.4110165437162188
U0322,Student,Tech,Skillshare,0.9864789747542144,0.8836456273385487,Completed,-0.09203499307030236,No Dropout,0.682479811945827
U0323,Working Professional,Tech,Coursera,0.07978874060512021,-0.19322056196678566,In Progress,0.5759609243754406,No Dropout,-0.7131844251622036
U0324,Fresher,Non-Tech,Skillshare,-0.10154930622469852,1.0374836543821677,In Progress,-0.09203499307030236,No Dropout,0.682479811945827
U0325,Working Professional,Tech,Skillshare,-0.28288735305451734,-0.5008966160540242,Dropped,-0.9084744477262102,Lost Interest,1.380311930499842
U0326,Fresher,Tech,Coursera,-0.28288735305451734,1.0374836543821677,In Progress,-0.017813224465219737,No Dropout,-0.7131844251622036
U0327,Student,Non-Tech,edX,-0.8269014935439738,-1.2700867512721201,In Progress,-0.46314383609571497,No Dropout,1.380311930499842
U0328,Fresher,Non-Tech,Skillshare,1.167817021584033,-1.5777628053593586,Completed,1.466622147636431,No Dropout,-0.7131844251622036
U0329,Student,Non-Tech,Coursera,0.26112678743493917,0.5759695732513103,In Progress,-0.12914587737284355,No Dropout,-0.015352306608188251
U0330,Student,Non-Tech,Skillshare,-0.46422539988433614,0.8836456273385487,In Progress,1.2810677261237249,No Dropout,-0.015352306608188251
U0331,Fresher,Tech,Udemy,-0.10154930622469852,1.3451597084694062,In Progress,-0.6486982576084214,No Dropout,-1.4110165437162188
U0332,Fresher,Non-Tech,edX,0.26112678743493917,-0.3470585890104049,Completed,-0.7600309105160452,No Dropout,0.682479811945827
U0333,Fresher,Non-Tech,Coursera,0.07978874060512021,-1.731600832402978,Dropped,-0.38892206749063246,Too Difficult,0.682479811945827
U0334,Working Professional,Tech,Coursera,-0.8269014935439738,1.3451597084694062,In Progress,1.3181786104262658,No Dropout,0.682479811945827
U0335,Working Professional,Tech,edX,0.26112678743493917,-1.4239247783157394,Completed,0.5388500400728993,No Dropout,-0.015352306608188251
U0336,Student,Tech,edX,-1.1895775872036116,-1.731600832402978,Completed,0.27907384995511036,No Dropout,0.682479811945827
U0337,Working Professional,Tech,edX,1.167817021584033,1.1913216814257872,Completed,1.2439568418211833,No Dropout,-1.4110165437162188
U0338,Working Professional,Non-Tech,YouTube,0.6238028810945768,-1.4239247783157394,In Progress,0.8357371144932294,No Dropout,1.380311930499842
U0339,Fresher,Non-Tech,Skillshare,-1.733591727693068,-1.2700867512721201,Completed,-0.6858091419109626,No Dropout,-0.7131844251622036
U0340,Fresher,Non-Tech,YouTube,-1.008239540373793,-0.03938253492316646,Dropped,-0.7600309105160452,Time Constraint,-1.4110165437162188
U0341,Fresher,Non-Tech,edX,1.5304931152436707,-0.6547346430976434,Completed,0.7986262301906881,No Dropout,1.380311930499842
U0342,Student,Non-Tech,Udemy,-0.8269014935439738,-0.03938253492316646,Dropped,-0.8713635634236689,Too Difficult,1.380311930499842
U0343,Working Professional,Tech,Coursera,1.167817021584033,-1.4239247783157394,In Progress,0.46462827146781666,No Dropout,-1.4110165437162188
U0344,Working Professional,Tech,Udemy,0.44246483426475797,-0.9624106971848817,In Progress,1.6521765691491372,No Dropout,-1.4110165437162188
U0345,Working Professional,Tech,edX,1.5304931152436707,-0.9624106971848817,Completed,0.6872935772830643,No Dropout,1.380311930499842
U0346,Working Professional,Non-Tech,edX,-0.8269014935439738,-1.116248724228501,Completed,0.9841806517033944,No Dropout,-1.4110165437162188
U0347,Student,Tech,Coursera,1.349155068413852,0.5759695732513103,Dropped,-0.6858091419109626,No Dropout,0.682479811945827
U0348,Fresher,Non-Tech,edX,0.8051409279243956,0.11445549212045265,Dropped,-1.131139753541458,Lost Interest,1.380311930499842
U0349,Working Professional,Tech,Udemy,0.07978874060512021,-0.9624106971848817,In Progress,1.1697350732161007,No Dropout,0.682479811945827
U0350,Student,Non-Tech,Skillshare,1.5304931152436707,-1.116248724228501,Dropped,-1.6135812494744946,No Dropout,0.682479811945827
U0351,Fresher,Tech,YouTube,-0.46422539988433614,-1.2700867512721201,Dropped,-0.5744764890033389,No Dropout,-1.4110165437162188
U0352,Fresher,Tech,Coursera,0.8051409279243956,0.8836456273385487,Dropped,-0.46314383609571497,Lost Interest,-0.015352306608188251
U0353,Fresher,Tech,Coursera,1.167817021584033,-1.116248724228501,Completed,0.20485208135002778,No Dropout,-0.7131844251622036
U0354,Working Professional,Non-Tech,edX,-1.733591727693068,1.6528357625566445,Dropped,-0.5002547203982564,No Dropout,-1.4110165437162188
U0355,Student,Tech,edX,-0.10154930622469852,0.7298076002949295,Completed,-0.5744764890033389,No Dropout,-1.4110165437162188
U0356,Fresher,Tech,edX,0.9864789747542144,0.4221315462076911,Completed,-0.16625676167538486,No Dropout,-0.7131844251622036
U0357,Working Professional,Non-Tech,edX,1.349155068413852,1.1913216814257872,Dropped,-1.5022485965668706,No Dropout,1.380311930499842
U0358,Working Professional,Non-Tech,Udemy,-1.5522536808632492,1.0374836543821677,Completed,-0.16625676167538486,No Dropout,-0.7131844251622036
U0359,Fresher,Non-Tech,YouTube,-1.1895775872036116,0.4221315462076911,In Progress,0.7244044615856056,No Dropout,-0.7131844251622036
U0360,Student,Non-Tech,Skillshare,0.07978874060512021,0.5759695732513103,In Progress,-0.09203499307030236,No Dropout,-1.4110165437162188
U0361,Working Professional,Non-Tech,Coursera,-0.10154930622469852,1.1913216814257872,Completed,0.09351942844240398,No Dropout,-0.7131844251622036
U0362,Student,Tech,Udemy,0.9864789747542144,-1.5777628053593586,Dropped,-0.7971417948185865,Lost Interest,-0.7131844251622036
U0363,Fresher,Tech,Coursera,-1.733591727693068,0.8836456273385487,In Progress,1.466622147636431,No Dropout,1.380311930499842
U0364,Working Professional,Tech,YouTube,1.5304931152436707,-0.3470585890104049,Dropped,-1.5022485965668706,No Dropout,-0.7131844251622036
U0365,Fresher,Tech,Coursera,0.8051409279243956,1.1913216814257872,Dropped,-1.2053615221465404,Too Difficult,0.682479811945827
U0366,Fresher,Non-Tech,Coursera,-0.645563446714155,-0.8085726701412626,Completed,0.909958883098312,No Dropout,-1.4110165437162188
U0367,Working Professional,Tech,Skillshare,-0.28288735305451734,-1.4239247783157394,In Progress,0.7615153458881468,No Dropout,-1.4110165437162188
U0368,Student,Tech,Skillshare,0.07978874060512021,0.8836456273385487,Completed,-0.5744764890033389,No Dropout,0.682479811945827
U0369,Student,Non-Tech,edX,-1.1895775872036116,0.2682935191640719,In Progress,0.5759609243754406,No Dropout,-1.4110165437162188
U0370,Student,Tech,Skillshare,1.349155068413852,-0.6547346430976434,In Progress,-0.6858091419109626,No Dropout,-0.7131844251622036
U0371,Fresher,Non-Tech,Udemy,-1.5522536808632492,-1.2700867512721201,Completed,1.1326241889135595,No Dropout,-0.015352306608188251
U0372,Fresher,Tech,Coursera,-0.10154930622469852,1.1913216814257872,Dropped,-1.6506921337770357,Time Constraint,-0.7131844251622036
U0373,Student,Tech,Skillshare,-1.3709156340334305,0.4221315462076911,Dropped,-1.3909159436592469,No Dropout,-1.4110165437162188
U0374,Fresher,Non-Tech,Udemy,0.07978874060512021,1.1913216814257872,In Progress,0.7615153458881468,No Dropout,-0.7131844251622036
U0375,Working Professional,Tech,YouTube,-0.8269014935439738,-0.5008966160540242,Dropped,-0.7971417948185865,Time Constraint,1.380311930499842
U0376,Student,Non-Tech,Udemy,1.5304931152436707,-0.9624106971848817,Completed,-0.2775894145830087,No Dropout,1.380311930499842
U0377,Working Professional,Tech,Coursera,-0.28288735305451734,1.0374836543821677,Completed,0.39040650286273415,No Dropout,1.380311930499842
U0378,Student,Tech,Coursera,0.07978874060512021,0.5759695732513103,In Progress,1.8377309906618435,No Dropout,-1.4110165437162188
U0379,Student,Non-Tech,Coursera,-1.008239540373793,0.8836456273385487,Completed,0.20485208135002778,No Dropout,0.682479811945827
U0380,Fresher,Tech,edX,-0.8269014935439738,-1.2700867512721201,Dropped,-0.7971417948185865,Lost Interest,-0.015352306608188251
U0381,Student,Non-Tech,Udemy,1.167817021584033,1.1913216814257872,Dropped,-1.3166941750541645,Time Constraint,-0.015352306608188251
U0382,Working Professional,Tech,Coursera,0.07978874060512021,1.6528357625566445,Dropped,-1.6506921337770357,Too Difficult,-0.015352306608188251
U0383,Fresher,Non-Tech,Skillshare,1.7118311620734896,0.4221315462076911,Dropped,-1.4651377122643294,Time Constraint,-1.4110165437162188
U0384,Working Professional,Non-Tech,YouTube,-0.645563446714155,1.3451597084694062,Completed,-0.05492410876776104,No Dropout,-0.015352306608188251
U0385,Fresher,Non-Tech,edX,-0.8269014935439738,0.4221315462076911,Completed,-0.5373656047007976,No Dropout,0.682479811945827
U0386,Working Professional,Non-Tech,edX,0.44246483426475797,-1.116248724228501,Dropped,-1.4651377122643294,Time Constraint,0.682479811945827
U0387,Fresher,Tech,Skillshare,0.8051409279243956,-0.19322056196678566,Dropped,-0.9084744477262102,Lost Interest,0.682479811945827
U0388,Fresher,Tech,edX,-0.8269014935439738,-1.116248724228501,Dropped,-1.3166941750541645,Too Difficult,-1.4110165437162188
U0389,Student,Tech,Udemy,-1.008239540373793,1.6528357625566445,In Progress,-0.24047853028046737,No Dropout,-0.7131844251622036
U0390,Working Professional,Tech,YouTube,0.07978874060512021,-0.03938253492316646,Completed,-0.6486982576084214,No Dropout,-0.015352306608188251
U0391,Fresher,Tech,Udemy,-1.008239540373793,0.5759695732513103,Dropped,-1.6878030180795773,Lost Interest,0.682479811945827
U0392,Working Professional,Tech,Udemy,-0.8269014935439738,-1.116248724228501,In Progress,0.7615153458881468,No Dropout,-1.4110165437162188
U0393,Working Professional,Non-Tech,Coursera,-0.46422539988433614,-0.19322056196678566,In Progress,0.6872935772830643,No Dropout,1.380311930499842
U0394,Student,Non-Tech,YouTube,0.07978874060512021,-0.3470585890104049,Completed,-0.6115873733058801,No Dropout,1.380311930499842
U0395,Fresher,Non-Tech,YouTube,0.6238028810945768,-0.8085726701412626,Dropped,-0.5373656047007976,Lost Interest,0.682479811945827
U0396,Fresher,Tech,Udemy,-1.5522536808632492,-0.5008966160540242,In Progress,1.3924003790313484,No Dropout,-0.7131844251622036
U0397,Working Professional,Non-Tech,Skillshare,-0.28288735305451734,-0.6547346430976434,Completed,0.241962965652569,No Dropout,-0.015352306608188251
U0398,Fresher,Non-Tech,Coursera,0.8051409279243956,-0.03938253492316646,In Progress,-0.16625676167538486,No Dropout,-0.7131844251622036
U0399,Student,Tech,Skillshare,0.26112678743493917,-1.5777628053593586,Dropped,-0.8342526791211278,Too Difficult,-0.015352306608188251
U0400,Fresher,Tech,Skillshare,-0.46422539988433614,-0.6547346430976434,In Progress,1.577954800544055,No Dropout,-0.015352306608188251
U0401,Working Professional,Non-Tech,Coursera,-1.5522536808632492,-1.2700867512721201,Dropped,-0.9826962163312928,Time Constraint,-0.7131844251622036
U0402,Student,Non-Tech,edX,1.167817021584033,0.7298076002949295,Completed,0.01929765983732137,No Dropout,1.380311930499842
U0403,Student,Tech,edX,-0.645563446714155,1.3451597084694062,Dropped,-0.8713635634236689,No Dropout,1.380311930499842
U0404,Fresher,Non-Tech,Udemy,-0.28288735305451734,-0.9624106971848817,Completed,0.909958883098312,No Dropout,1.380311930499842
U0405,Student,Tech,edX,-0.8269014935439738,0.2682935191640719,Completed,0.09351942844240398,No Dropout,-1.4110165437162188
U0406,Working Professional,Non-Tech,edX,-1.008239540373793,1.1913216814257872,In Progress,-0.46314383609571497,No Dropout,1.380311930499842
U0407,Student,Non-Tech,edX,0.8051409279243956,-0.8085726701412626,Dropped,-1.4280268279617883,Lost Interest,-0.7131844251622036
U0408,Student,Non-Tech,Udemy,-0.46422539988433614,1.4989977355130255,Completed,-0.6858091419109626,No Dropout,-0.7131844251622036
U0409,Fresher,Tech,edX,1.5304931152436707,-1.2700867512721201,Dropped,-1.5764703651719532,No Dropout,-0.015352306608188251
U0410,Student,Tech,YouTube,0.9864789747542144,-0.03938253492316646,In Progress,-0.20336764597792617,No Dropout,-0.015352306608188251
U0411,Working Professional,Tech,YouTube,1.5304931152436707,-0.8085726701412626,In Progress,-0.6486982576084214,No Dropout,-1.4110165437162188
U0412,Student,Tech,Coursera,-0.28288735305451734,-0.19322056196678566,Completed,1.615065684846596,No Dropout,-1.4110165437162188
